"","naics2","PWCOUNTY","PERWT.sum","cntyind","ainsemp","p_ainsemp","einsemp","p_einsemp","looking4work","p_looking4work","trantime","NPBOSS90","SEI","HWSEI","PRENT","PRESGL","UHRSWORK","WKSWORK1","p_burd"
"119",62,111,44330,"11162",40467,0.912858109632303,30674,0.691946762914505,461,0.0103992781412136,18.5731558763817,555.711459508234,45.1830814346943,4244.49228513422,518.528716444845,477.096413264155,36.407308820212,46.8613354387548,0.227415582850755
"120",71,25,1088,"2571",1001,0.920036764705882,298,0.273897058823529,NA,NA,16.4586397058824,293.933823529412,29.7371323529412,3002.94944852941,348.361213235294,279.434742647059,37.078125,49.5818014705882,0.156499810118194
"121",71,37,126276,"3771",115169,0.912041876524439,76676,0.607209604358706,1952,0.0154582026671735,20.3313297855491,516.049478919193,52.7127720231873,4159.26919604675,466.656237131363,430.649189077893,36.5577306851658,42.1694779688935,0.285119473438777
"122",71,59,39995,"5971",37193,0.929941242655332,25680,0.642080260032504,60,0.00150018752344043,21.6740092511564,374.085510688836,41.0998874859357,3471.61545193149,403.045755719465,364.926690836355,32.8342292786598,39.7760470058757,0.262998104301871
"123",71,65,22907,"6571",20722,0.904614310036233,14231,0.621251145937923,604,0.0263674859213341,25.259920548304,358.865674248046,37.1847033657834,3284.71707338368,378.640677522155,336.81346313354,32.1745318025058,43.8584275548959,0.209428839637895
"124",71,71,11843,"7171",10600,0.89504348560331,6594,0.556784598497002,330,0.027864561344254,25.2419994933716,425.962678375412,41.1338343325171,3579.40327619691,406.931098539221,360.086126825973,35.8925103436629,41.0024487038757,0.205966254031049
"125",71,111,6001,"11171",5737,0.956007332111315,3344,0.557240459923346,NA,NA,19.8755207465422,417.628561906349,47.0861523079487,3683.23296117314,432.69305115814,406.054157640393,31.4445925679053,42.4875854024329,0.258944245986104
"126",72,25,3455,"2572",3341,0.967004341534009,786,0.227496382054993,NA,NA,15.0578871201158,147.624312590449,33.6092619392185,2104.38031837916,295.977713458755,317.29001447178,34.6474674384949,35.224023154848,0.230469557603131
"127",72,37,293384,"3772",234001,0.797592915769094,119901,0.408682818422272,4281,0.0145917977803834,24.5341429662149,193.44312914133,28.7330665612303,2326.16004962779,307.73845881166,299.730459057072,33.4456377989256,42.3677398903826,0.301850647202826
"128",72,59,108920,"5972",92723,0.851294528094014,53650,0.492563349247154,1850,0.0169849430774881,21.1391388174807,203.378139919207,28.9389643775248,2390.91543334557,307.000229526258,297.472686375321,30.4003305178112,41.3702809401396,0.29029021145761
"129",72,65,65674,"6572",54195,0.825212412826994,32480,0.494564058836069,777,0.0118311660626732,21.3423120260682,180.992767305174,27.9606998203246,2291.77423333435,301.228614063404,293.728248621981,32.4179127204069,42.8491335992935,0.237910353537836
"130",72,71,59454,"7172",47349,0.796397214653345,25331,0.426060483735325,769,0.0129343694284657,22.9588421300501,181.160039694554,27.7508998553504,2282.4946008679,301.487805698523,298.783210549332,31.9200894809433,42.8901840078044,0.207224326594352
"131",72,111,26672,"11172",20976,0.786442711457708,12872,0.482603479304139,324,0.0121475704859028,19.8672015596881,211.453059388122,28.4677189562088,2418.69413617277,307.783518296341,306.52275794841,31.9171790641872,41.3558788242352,0.267859733369955
"132",81,25,3167,"2581",2785,0.879381117777076,1138,0.359330596779286,NA,NA,8.59456899273761,335.470792548153,31.5011051468266,2991.1108304389,398.16387748658,380.539311651405,33.581622987054,41.2273444900537,0.114874545426739
"133",81,37,233189,"3781",195686,0.8391733743873,103896,0.445544172323737,3115,0.0133582630398518,26.8017916797105,351.91462719082,32.831188435132,3015.27752595534,384.578607910322,353.103825652153,35.8325178288856,45.2318720008234,0.301403140270957
"134",81,59,73556,"5981",64921,0.882606449507858,32926,0.447631736364131,997,0.0135542987655664,24.8007232584697,378.38430583501,34.3720838544782,3150.2639485562,399.206210234379,370.512602642884,34.2815949752569,44.2727173853934,0.276931042933182
"135",81,65,40672,"6581",34245,0.84197974036192,17901,0.440130802517703,405,0.00995771046420142,22.5848987018096,336.520628442172,30.7957317073171,2918.83543961448,368.085587136113,346.778324154209,35.8689270259638,45.5935533044847,0.236158211418324
"136",81,71,35075,"7181",29222,0.833129009265859,14735,0.420099786172487,479,0.0136564504632929,22.9304632929437,372.481853171775,32.4366642908054,3116.87019244476,404.006642908054,377.390163934426,36.6505488239487,44.5737704918033,0.220471873169426
"137",81,111,14236,"11181",12877,0.90453779151447,8150,0.572492273110424,209,0.0146810901938747,20.340404608036,397.587173363304,33.3815678561394,3144.77332115763,397.507586400674,373.591739252599,32.7221831975274,41.8460944085417,0.298590865178261
"138",92,25,7601,"2592",7202,0.947506906985923,6220,0.818313379818445,NA,NA,18.3466649125115,1083.32982502302,39.4008683068017,3619.77200368373,447.493093014077,362.756216287331,40.9244836205762,51.9257992369425,0.114584846132152
"139",92,37,190834,"3792",184301,0.965766058459184,156173,0.818370940188855,2095,0.0109781275873272,27.0204837712357,789.567639938376,46.3675655281554,4085.142191643,494.717833300146,436.973128478154,40.0407055346532,50.4570411981094,0.247950377973391
"140",92,59,49873,"5992",48804,0.978565556513544,41368,0.829466845788302,452,0.00906302007098029,23.8446453993143,922.958775289235,46.842961121248,4148.16746536202,496.439095302067,437.857437892246,41.8094359673571,48.586830549596,0.246115572174321
"141",92,65,42973,"6592",41797,0.972633979475485,35462,0.825215833197589,351,0.00816791939124567,23.8506038675447,853.686966234612,44.6240430037465,4011.12412445024,486.984850952924,416.791217741372,41.5125311241943,50.3632513438671,0.20371872191025
"142",92,71,52752,"7192",51548,0.977176220806794,41330,0.783477403700334,153,0.00290036396724295,20.3438542614498,2737.85748407643,40.2509667879891,3144.71570746133,381.35881104034,340.820821959357,42.9606460418562,49.7670040946315,0.18812310844141
"143",92,111,21563,"11192",21430,0.99383202708343,17957,0.832769095209386,62,0.00287529564531837,19.1516486574224,1979.68172332236,49.1550804619023,3834.31637527246,452.011825812735,397.545564160831,41.5834995130548,49.2187079719891,0.247047258551976
"144",NA,25,184,"25NA",112,0.608695652173913,NA,NA,NA,NA,70.3913043478261,423.913043478261,59.7826086956522,3317.26086956522,400.521739130435,434.521739130435,39.6521739130435,29.3913043478261,0.119374155447456
"145",NA,37,33775,"37NA",27810,0.82339008142117,16555,0.490155440414508,381,0.011280532938564,26.7267505551443,379.901584011843,41.8456550703183,3019.75218356773,372.99615099926,358.040118430792,37.579304219097,47.279585492228,0.258117021025931
"146",NA,59,11008,"59NA",9135,0.82985101744186,7130,0.647710755813954,289,0.0262536337209302,26.6577943313953,424.963390261628,44.4798328488372,3294.09020712209,412.914425872093,391.401435319767,37.6574309593023,46.2384629360465,0.31500420928531
"147",NA,65,7158,"65NA",6687,0.93419949706622,4854,0.678122380553227,NA,NA,24.3150321318804,407.500977926795,43.3468846046382,3207.95948588991,399.023051131601,377.268790164851,36.8436714165968,46.998742665549,0.203745889186594
"148",NA,71,10429,"71NA",9211,0.883210279029629,4210,0.40368204046409,58,0.00556141528430338,26.5178828267331,310.50560935852,37.0501486240291,2760.80688464858,348.229360437242,336.198005561415,36.9742065394573,41.2745229648097,0.16963773286452
"149",NA,111,2537,"111NA",2498,0.984627512810406,1791,0.70595191170674,NA,NA,30.346078044935,328.149783208514,35.8821442648798,2776.36657469452,350.830114308238,339.2837997635,39.2372881355932,50.77729601892,0.314791545777206
